169086.city,mISABELA,ISABELA
12104.statevalue,DN,ND
8821.gender,***,F
45925.phone,97-8114,977-8114
128640.lname,Martelli***,Martelli
163944.gender,,F
6284.city,BRLLION,BRILLION
94556.fname,Brewser,Brewster
169856.fname,Yobshikuni,Yoshikuni
50354.maritalstatus,,S
11083.maritalstatus,***,M
47745.statevalue,A,CA
69068.city,WASINGTON,WASHINGTON
122314.phone,26w2-5884,262-5884
6749.statevalue,yNY,NY
59235.phone,26-1265,226-1265
451.zip,8203.0,10018
10823.lname,Blo,Bol
31549.maritalstatus,***,M
153468.gender,***,F
196195.statevalue,MlO,MO
103433.haschild,,Y
174552.maritalstatus,oM,M
170908.city,DUHRAM,DURHAM
41114.haschild,***,N
41842.gender,,M
181508.statevalue,I,RI
173578.maritalstatus,dS,S
84373.haschild,zN,N
108404.gender,,F
144885.statevalue,eAK,AK
68577.haschild,***,N
25912.lname,kOzeri,Ozeri
190809.statevalue,N,TN
28.fname,Guhltekin,Gultekin
446.areacode,862.0,443
85411.city,SMrITH,SMITH
65119.city,TOPEKbA,TOPEKA
141155.city,AGUApDILLA,AGUADILLA
168550.maritalstatus,,S
40251.fname,Lorrine,Lorraine
122697.statevalue,AqK,AK
57868.haschild,eN,N
169542.city,AECIBO,ARECIBO
116007.gender,,M
133469.fname,pringer,Springer
125518.fname,Kamayr,Kamyar
122923.phone,52e2-7033,522-7033
192999.statevalue,KA,AK
128441.city,PIGNREE,PINGREE
183494.maritalstatus,gS,S
131171.city,cALBANY,ALBANY
90877.lname,Crositoru,Croitoru
34009.lname,Kerieger,Krieger
163041.phone,833-8791,833-7891
122045.maritalstatus,***,M
68284.phone,c407-1377,407-1377
153149.statevalue,eOR,OR
149940.phone,608f-1193,608-1193
95952.statevalue,L,AL
161173.statevalue,A,GA
129135.maritalstatus,***,M
62706.gender,,F
144059.maritalstatus,***,S
48702.lname,Yohum,Yochum
157216.haschild,qN,N
181864.gender,***,M
33336.maritalstatus,***,M
111787.statevalue,AeK,AK
58073.maritalstatus,bM,M
133162.gender,,M
46926.maritalstatus,***,M
19292.fname,Hubetr,Hubert
1380.areacode,501.0,480
26553.gender,tF,F
55680.fname,Saosh,Sarosh
84034.haschild,***,N
183471.lname,Anogvianakis,Anogianakis
68547.haschild,***,N
89340.lname,Vierhauis,Vierhaus
133882.phone,498-4758,498-4578
76306.statevalue,H,OH
116903.fname,Padmaabhan,Padmanabhan
140748.city,MONTGOMERY VILLGE,MONTGOMERY VILLAGE
121567.lname,Backx,Brackx
33497.haschild,mN,N
22847.statevalue,KA,AK
175982.statevalue,sOH,OH
49187.city,lLOCUST,LOCUST
189978.gender,***,F
5048.haschild,,N
191865.city,LARMAIE,LARAMIE
2827.zip,72640.0,74873
164047.fname,Meinoklf,Meinolf
39859.maritalstatus,***,S
160526.statevalue,K,AK
113557.gender,,F
89895.statevalue,yDC,DC
36979.gender,***,M
14396.haschild,,N
77704.statevalue,zNC,NC
81379.city,NEGELY,NEGLEY
917.zip,89140.0,85122
22243.fname,yArif,Arif
136591.gender,zM,M
104820.phone,913-794c7,913-7947
81687.gender,uF,F
184068.statevalue,KA,AK
26926.haschild,,N
195545.maritalstatus,,M
95191.phone,473-80e98,473-8098
140220.statevalue,UzT,UT
100738.haschild,iN,N
33731.statevalue,J,NJ
84742.gender,***,M
21989.lname,oGli,Goli
172391.lname,Otreizy,Oreizy
191555.city,ANASOC,ANASCO
88663.gender,tM,M
122904.maritalstatus,lM,M
143889.fname,amin,Yamin
196756.statevalue,SuC,SC
130112.statevalue,EN,NE
57176.phone,553-9529***,553-9529
102361.fname,Hognbin,Hongbin
78378.lname,Krablni,Krablin
86.zip,20226.0,87181
155931.maritalstatus,kS,S
161061.fname,Dosub,Doub
99981.fname,Nadn,Nand
66272.statevalue,V,WV
82264.city,HERHSEY,HERSHEY
25581.maritalstatus,yS,S
65320.city,POvNCE,PONCE
132829.statevalue,ApL,AL
111966.gender,,F
174964.lname,Swanda,Suwanda
156252.gender,***,F
11716.fname,Yluu,Yulu
93586.fname,Hamdi,Hamid
153779.maritalstatus,***,M
76312.haschild,,N
105524.city,RIGECREST,RIDGECREST
106243.city,DECTAUR,DECATUR
129667.lname,Mihalisimn,Mihalisin
49103.statevalue,KA,AK
198727.haschild,iY,Y
131824.fname,Pangeng,Pangfeng
72885.maritalstatus,,M
100566.haschild,,N
86543.fname,Geralydo,Geraldo
159282.statevalue,KA,AK
13585.gender,,F
103670.lname,Sigfel,Sigel
48416.gender,,F
85156.statevalue,K,AK
32812.city,yLEWISTON,LEWISTON
133619.lname,amont,Lamont
44531.gender,,F
30303.fname,Costanitine,Costantine
181078.maritalstatus,,S
37988.statevalue,RfI,RI
110378.phone,946-4042,946-4402
149159.lname,ottlieb,Gottlieb
36795.haschild,***,N
8149.statevalue,K,AK
47824.statevalue,sOK,OK
92943.phone,87-8453,187-8453
86782.lname,Veretennkov,Veretennikov
197886.fname,rBuch,Bruch
113974.phone,338-927,338-9327
197134.gender,qF,F
69892.maritalstatus,,S
106086.city,SWEET ALLEY,SWEET VALLEY
67238.fname,Ycong,Yong
21175.statevalue,OM,MO
122382.city,ILKINSON,WILKINSON
115957.city,CREOqLE,CREOLE
49848.fname,ong,Fong
192631.haschild,zY,Y
22257.statevalue,A,CA
52978.lname,Fyleckenstein,Fleckenstein
125148.fname,Itzhk,Itzhak
188716.gender,***,F
169252.maritalstatus,***,S
86723.lname,Jahnicehn,Jahnichen
152908.gender,,F
115769.statevalue,fMO,MO
10550.maritalstatus,,S
20316.statevalue,NhY,NY
138209.maritalstatus,,S
180523.phone,682-3485,682-3845
12919.statevalue,DnE,DE
26127.haschild,nY,Y
80896.lname,Schlimbaych,Schlimbach
172924.statevalue,A,MA
194350.city,ACBO ROJO,CABO ROJO
181286.maritalstatus,,S
151614.fname,Tzuhseng,Tzusheng
120852.lname,Lafoiuge,Lafouge
75973.gender,***,M
36440.fname,gHamish,Hamish
124252.fname,Shahr,Shahar
31962.statevalue,N,MN
102763.gender,lF,F
35693.haschild,***,Y
197024.gender,***,F
117691.haschild,,Y
185619.maritalstatus,***,M
86328.lname,Milios,Milos
118650.haschild,***,Y
57900.lname,Lmubbe,Lubbe
91868.city,DEWoITT,DEWITT
42797.statevalue,DN,ND
32599.fname,Floerina,Florina
168930.lname,Rsisanen,Rissanen
66495.fname,Tatsya,Tatsuya
110023.gender,hM,M
174816.phone,722-209,722-2049
141456.fname,Nkifar,Nikfar
158270.fname,Rodetd,Roded
154434.lname,Grenbaum,Greenbaum
42729.statevalue,I,HI
127787.haschild,,N
74388.maritalstatus,vS,S
126836.gender,***,F
1774.areacode,702.0,732
87231.haschild,pY,Y
142313.statevalue,HO,OH
22983.gender,gM,M
184936.city,ARECuIBO,ARECIBO
195807.statevalue,gMS,MS
68962.fname,Ndo,Nedo
153855.statevalue,NfE,NE
166945.fname,akaharu,Takaharu
4467.areacode,501.0,603
192176.statevalue,EN,NE
108029.statevalue,YN,NY
581.areacode,702.0,334
175331.phone,12-47706,124-7706
36687.maritalstatus,***,S
171834.maritalstatus,kM,M
58508.fname,Yuuici,Yuuichi
149899.haschild,***,N
180698.fname,Mhitchell,Mitchell
5397.statevalue,SdC,SC
122853.statevalue,MeA,MA
154461.gender,,M
154025.statevalue,K,AK
85759.city,MAUNABrO,MAUNABO
49976.haschild,gY,Y
142902.lname,Sokloer,Sokoler
59733.maritalstatus,,M
54249.statevalue,WgA,WA
145973.maritalstatus,***,M
39203.maritalstatus,***,M
158999.maritalstatus,,M
6476.city,MEMPHwIS,MEMPHIS
187248.statevalue,wAK,AK
98083.statevalue,HO,OH
192647.statevalue,C,SC
78680.lname,Hmseidi,Hmeidi
106710.phone,481-9598,418-9598
51078.lname,iggers,Wiggers
124843.maritalstatus,***,S
2463.zip,20226.0,21636
159182.maritalstatus,tS,S
7877.maritalstatus,***,M
121742.gender,,M
83415.statevalue,MiN,MN
126920.haschild,rN,N
34808.statevalue,RP,PR
166934.phone,897-381,897-3681
85652.phone,83-3798,863-3798
106765.fname,eDrrell,Derrell
85282.lname,Poufafry,Pouffary
15957.maritalstatus,,M
138215.haschild,***,Y
66077.lname,Ferhatosmanolgu,Ferhatosmanoglu
169121.haschild,,Y
135819.lname,Lkus,Luks
68515.haschild,***,Y
70449.fname,Ureil,Uriel
95296.maritalstatus,***,M
124103.phone,351-s6491,351-6491
141648.haschild,,Y
9251.lname,Kte,Kate
119887.haschild,,Y
66582.city,MATINDALE,MARTINDALE
68725.haschild,***,Y
56301.statevalue,IR,RI
13497.statevalue,MfA,MA
1100.city,BUaRLINGTON,BURLINGTON
150700.gender,qM,M
133238.maritalstatus,***,M
86305.statevalue,rMO,MO
844.fname,Belen,Kumiyo
18365.city,ELTA,DELTA
80246.city,STRAFFOsRD,STRAFFORD
161942.fname,cAbdechahid,Abdechahid
198491.city,BUCKEY,BUCKLEY
127378.gender,***,M
91401.haschild,vN,N
138109.gender,***,F
37475.gender,***,F
97458.statevalue,NeJ,NJ
51892.fname,Vaelry,Valery
91931.gender,,F
119952.gender,***,M
31674.phone,7609200,760-9200
193942.maritalstatus,***,S
76823.lname,Gunij,Gunji
122533.gender,fM,M
147732.statevalue,KA,AK
183391.maritalstatus,***,S
91470.haschild,,Y
90280.statevalue,KA,AK
130447.maritalstatus,yM,M
9882.gender,***,F
184912.fname,oPnnekanti,Ponnekanti
65891.maritalstatus,***,S
137474.statevalue,TtN,TN
73229.maritalstatus,oM,M
134615.haschild,,Y
96091.lname,Rzahier,Rahier
106158.haschild,pY,Y
124988.statevalue,DN,ND
67001.haschild,,Y
2908.statevalue,YK,KY
168767.statevalue,OM,MO
10169.haschild,***,Y
56296.statevalue,NyE,NE
184626.city,HALmLECK,HALLECK
54298.statevalue,Z,AZ
100997.haschild,,N
67824.lname,Baoweyn,Baowen
97459.phone,321-4e065,321-4065
190324.fname,Msaato,Masato
135360.lname,Moshmkan,Moshman
61215.lname,Gevineti,Gevinti
65534.fname,lTirza,Tirza
79877.lname,Shnveerson,Shneerson
110479.fname,Ojelanik,Ojelanki
100391.statevalue,KzS,KS
96698.statevalue,T,CT
87076.lname,Pteltason,Peltason
2980.areacode,501.0,951
178117.statevalue,oND,ND
186248.fname,Allesanro,Allesandro
97429.fname,Madna,Madan
191992.maritalstatus,dS,S
157816.phone,m240-5946,240-5946
193606.maritalstatus,,S
149732.haschild,wN,N
69028.maritalstatus,***,S
158916.phone,267-586,267-5856
117330.fname,aLkshmi,Lakshmi
63601.gender,***,F
142228.statevalue,AI,IA
134739.haschild,,N
4316.zip,89140.0,98290
53582.maritalstatus,iM,M
43917.fname,Naoo,Naoko
91374.gender,iM,M
74887.gender,lM,M
105014.maritalstatus,dS,S
44593.maritalstatus,,M
84124.gender,,F
88344.statevalue,AL,LA
100767.statevalue,KA,AK
82232.statevalue,RP,PR
166261.haschild,***,N
146791.statevalue,R,PR
54187.lname,Guttman***,Guttman
195303.lname,Ohehara,Ohhara
188685.maritalstatus,,S
51153.haschild,,Y
119559.phone,195-487w1,195-4871
52983.phone,80-9010,801-9010
157023.lname,Rfikin,Rifkin
179993.fname,illy,Willy
82892.city,OBERhON,OBERON
180659.haschild,,Y
3828.zip,72640.0,54724
3456.maritalstatus,iS,S
6588.fname,Xiangning,Philips
118131.statevalue,IR,RI
24399.haschild,hY,Y
91915.fname,Jued,Jude
57497.maritalstatus,eM,M
33507.haschild,,N
119689.phone,377-5122,737-5122
186192.city,GGI HARBOR,GIG HARBOR
5892.areacode,501.0,626
15631.city,BRUE,BRUCE
1473.zip,54121.0,59749
42868.gender,,F
82818.city,BALThIMORE,BALTIMORE
137715.lname,Dunds,Dundas
191223.city,AWTON,LAWTON
3220.phone,420-2107,420-2170
185539.phone,69c4-4088,694-4088
61866.statevalue,A,GA
73006.maritalstatus,,M
1519.zip,72640.0,74021
58227.statevalue,AiK,AK
61756.gender,,M
179233.city,WILMINGTOlN,WILMINGTON
22127.gender,,M
145737.lname,Napiokowski,Napiorkowski
121017.city,AKvRON,AKRON
144946.haschild,nN,N
51172.gender,rF,F
2974.zip,89140.0,68710
33349.city,SITA,SITKA
59088.city,WIMINGTON,WILMINGTON
16880.gender,bM,M
125129.statevalue,OcK,OK
82920.city,LAKE VILLGE,LAKE VILLAGE
100122.phone,42-7329,426-7329
4398.phone,565-2583,565-2538
163805.statevalue,H,OH
118500.statevalue,K,AK
6892.fname,Belen,Mitesh
95977.lname,emner,Demner
73833.lname,eppler,Heppler
176167.statevalue,K,AK
89897.fname,Suarpong,Surapong
6000.areacode,501.0,612
119458.statevalue,CD,DC
18011.haschild,***,Y
7404.areacode,508.0,319
164307.city,AMSTERDMA,AMSTERDAM
73542.gender,,F
108177.statevalue,IH,HI
145925.city,SABNAA HOYOS,SABANA HOYOS
4449.zip,72640.0,21022
88949.statevalue,AjK,AK
188325.fname,Edcoardo,Edoardo
5489.city,THOMSNO,THOMSON
143634.statevalue,AzK,AK
114104.phone,171-9713,711-9713
120724.lname,Mcay,McKay
69748.gender,cM,M
158514.haschild,,Y
60694.lname,Sajkurai,Sakurai
40491.statevalue,AfK,AK
75917.haschild,dN,N
167221.haschild,,N
75392.maritalstatus,***,M
78867.statevalue,DM,MD
131314.lname,oHatkanagalekar,Hatkanagalekar
130261.city,VILLAGE***,VILLAGE
150393.statevalue,SK,KS
27536.statevalue,H,OH
1731.zip,89140.0,64625
176972.haschild,nN,N
52195.city,ORWDAY,ORDWAY
184066.statevalue,C,NC
175625.haschild,dN,N
142833.haschild,gN,N
86184.haschild,,Y
129032.haschild,***,N
74649.maritalstatus,pS,S
181547.city,CABO RJOO,CABO ROJO
2639.zip,20226.0,53056
75316.lname,Isaeli,Iseli
47484.city,GREENWeOOD,GREENWOOD
56052.lname,Koraetzl,Kraetzl
101218.haschild,,Y
155930.lname,Picocli,Piccoli
184318.statevalue,nDC,DC
104500.fname,Kotehs,Kotesh
137953.city,SwWEPSONVILLE,SWEPSONVILLE
101592.maritalstatus,,M
155597.fname,Kejtian,Kejitan
81881.lname,Oplivo,Olivo
64402.fname,Massimilino,Massimiliano
133706.maritalstatus,lS,S
5852.gender,***,F
194414.city,WEEHAWEN,WEEHAWKEN
51295.lname,Erasn,Ersan
8654.gender,***,F
43953.lname,rBedenkamp,Bredenkamp
66458.phone,162-1822,162-8122
18510.gender,,F
38890.statevalue,DI,ID
95993.gender,kM,M
6017.statevalue,ClO,CO
122854.fname,Sumnat,Sumant
41762.gender,tM,M
3584.zip,89140.0,75303
160122.lname,Carye,Carey
173032.phone,904-9098,940-9098
7482.fname,Nik,Joji
163841.maritalstatus,,S
15325.phone,28f5-4060,285-4060
183285.city,OME,ROME
139704.statevalue,bAK,AK
29760.city,CLIFFIDE PARK,CLIFFSIDE PARK
190014.haschild,nY,Y
169602.city,ATTEN,PATTEN
135022.maritalstatus,,M
68763.gender,,F
38761.phone,031-3742,301-3742
169240.haschild,eY,Y
108714.gender,,F
5644.gender,***,F
97713.gender,,F
173138.maritalstatus,***,S
45064.phone,22o2-3536,222-3536
59729.haschild,***,Y
17507.fname,Marfiet,Mariet
137290.haschild,,Y
139199.statevalue,NT,TN
145311.city,MYAAGUEZ,MAYAGUEZ
10716.maritalstatus,,M
58327.maritalstatus,tS,S
131547.gender,uF,F
32907.maritalstatus,***,M
198492.lname,Daelphin,Dalphin
46213.city,PIEDyMONT,PIEDMONT
124385.haschild,zN,N
4533.zip,72640.0,6384
3225.zip,1907.0,67735
1741.zip,72640.0,4267
67954.haschild,mN,N
180370.gender,,F
162615.fname,Yutii,Yuiti
70954.gender,***,M
3292.fname,Sudhanshu,Maeve
46094.city,LAS EGAS,LAS VEGAS
90561.city,jWETUMKA,WETUMKA
190425.city,ACMBRIDGE,CAMBRIDGE
179184.phone,364-134q2,364-1342
73739.lname,Glucxh,Gluch
159055.statevalue,lAK,AK
137814.lname,Kreutzre,Kreutzer
151310.fname,Ganrva,Ganrav
105309.phone,860-5i873,860-5873
166590.lname,Sivrajan,Sivarajan
199792.gender,cM,M
63561.phone,54-1837,454-1837
85790.city,RONLD,RONALD
193777.city,LEOLpA,LEOLA
113782.statevalue,J,NJ
1249.areacode,702.0,307
8138.gender,,M
28276.fname,Zhoagang,Zhaogang
75790.statevalue,vMD,MD
69120.statevalue,Y,WY
107342.lname,Hoeed,Hoede
177327.lname,Abeha,Abelha
196779.city,SHELBYVIjLLE,SHELBYVILLE
89336.statevalue,NmC,NC
55363.fname,Harreet,Harpreet
156192.city,BONInTA SPRINGS,BONITA SPRINGS
153790.maritalstatus,***,M
119429.haschild,lN,N
176581.phone,3a52-4260,352-4260
144369.lname,ungall,Mungall
146029.phone,56-16338,561-6338
116114.lname,Lssagne,Lassagne
107798.fname,Venkaatraman,Venkataraman
189210.gender,***,M
182315.statevalue,DI,ID
176456.statevalue,EM,ME
144537.maritalstatus,,M
150363.maritalstatus,,S
123581.city,WAKEFIEDL,WAKEFIELD
199655.gender,,M
2070.zip,89140.0,67342
296.gender,***,F
871.zip,54121.0,25921
162501.haschild,mY,Y
4003.gender,oF,F
175047.city,BAUITE,BAUXITE
181895.lname,Bereter,Bereiter
195589.gender,,M
116255.fname,Omar,Otmar
103477.lname,Drawirn,Drawin
136793.phone,72-4824,772-4824
74955.haschild,,Y
2597.zip,72640.0,57038
33899.gender,fF,F
54788.gender,xM,M
25746.maritalstatus,***,S
36338.city,REENUP,GREENUP
160462.haschild,hN,N
2925.fname,Xiangning,Margo
119560.city,STAFxFORD,STAFFORD
73649.haschild,,Y
87705.lname,izhong,Qizhong
167754.phone,605-8565,605-8655
91922.lname,Bak,Bank
7410.areacode,508.0,401
185339.city,ARCEIBO,ARECIBO
60715.statevalue,IkA,IA
49443.gender,,M
60678.lname,odite,Rodite
49920.fname,Tomlnson,Tomlinson
34386.city,RECIBO,ARECIBO
4809.zip,8203.0,42322
105943.maritalstatus,,M
405.zip,8203.0,86401
63520.haschild,***,N
125988.statevalue,AvK,AK
38652.city,URBADNALE,URBANDALE
126223.haschild,oN,N
81231.gender,,F
66600.city,LEIGHTOtN,LEIGHTON
90895.fname,Poorav***,Poorav
156808.maritalstatus,***,M
145709.phone,2896697,289-6697
67141.lname,Amernis,Amerins
21135.gender,***,M
75175.haschild,dN,N
93724.statevalue,TU,UT
68454.statevalue,CN,NC
189012.city,PATILLzAS,PATILLAS
37983.phone,947-k3957,947-3957
187340.fname,Chanpeng,Changpeng
152127.gender,,F
139180.gender,***,M
32164.city,AnRECIBO,ARECIBO
33438.haschild,***,Y
192049.fname,andeep,Sandeep
35270.statevalue,YK,KY
2099.areacode,862.0,251
17063.fname,Toomkazu,Tomokazu
83174.gender,,M
181447.phone,844-1584,844-1548
138315.gender,,M
132577.fname,Ryuoz,Ryuzo
198438.statevalue,MzI,MI
87695.statevalue,J,NJ
18246.phone,2u78-2111,278-2111
92352.maritalstatus,yS,S
35175.gender,***,F
161366.city,WILKESVILLE***,WILKESVILLE
97821.fname,organ,Morgan
54279.lname,Gool***,Gool
76982.fname,Cnholwich,Cholwich
20283.haschild,***,Y
111248.gender,qM,M
162823.city,AGUADILA,AGUADILLA
92518.phone,978-8441,987-8441
1853.zip,72640.0,5408
1112.city,MOhBILE,MOBILE
4955.maritalstatus,yS,S
59910.fname,dRamalingam,Ramalingam
180528.city,COLUpMBUS,COLUMBUS
95834.haschild,,Y
51401.fname,lAireza,Alireza
100024.fname,aAnni,Anni
169205.phone,191-3x149,191-3149
58585.gender,***,M
165737.city,OCDY,CODY
192738.gender,,M
60230.maritalstatus,***,M
153867.statevalue,H,NH
111265.haschild,mN,N
4746.lname,Vetladn,Vetland
179366.statevalue,KA,AK
9323.gender,,F
135157.fname,Duoglas,Douglas
178319.haschild,,Y
53133.phone,229-8445***,229-8445
102981.lname,Nonnengarlt,Nonnengart
134180.lname,xMinei,Minei
178939.maritalstatus,vM,M
97887.gender,tM,M
161323.statevalue,sWY,WY
181874.haschild,sY,Y
76665.lname,aDya,Daya
109712.city,DENVRE,DENVER
109267.phone,20-4734,220-4734
161640.haschild,,N
35407.haschild,,Y
183931.maritalstatus,***,M
538.zip,8203.0,43984
24375.lname,Pollatshek,Pollatschek
7536.maritalstatus,***,S
32473.haschild,,Y
142964.lname,Belloe,Bellone
157485.haschild,,N
178815.city,aSHUBERT,SHUBERT
63479.phone,58-85345,588-5345
144555.fname,Chadraleka,Chandraleka
104506.lname,Trogemangn,Trogemann
198457.gender,***,M
14583.city,WASHINGTOmN,WASHINGTON
148177.phone,576-8t531,576-8531
68198.haschild,jY,Y
46549.phone,384-2675,384-2657
31087.lname,Cachaty,Chachaty
159813.lname,Houtsam,Houtsma
10692.statevalue,KA,AK
70149.maritalstatus,***,M
27223.fname,Chaigt,Chagit
141719.statevalue,LI,IL
153401.gender,,F
188354.haschild,***,Y
189163.gender,iM,M
101428.statevalue,AsK,AK
69873.phone,358-43v54,358-4354
94194.phone,981-162v1,981-1621
60565.phone,586-6497,586-6479
132399.phone,989-3g421,989-3421
90085.maritalstatus,***,M
106643.gender,,F
66629.phone,597-2606,597-6206
5440.phone,146-2861,146-2681
111832.gender,***,F
14255.maritalstatus,bS,S
91385.lname,Torrigini,Torrigiani
14889.fname,oreno,Moreno
3398.zip,8203.0,58204
161612.phone,472o-3126,472-3126
99340.city,HONOKAyA,HONOKAA
128276.maritalstatus,zS,S
101555.haschild,***,Y
12624.maritalstatus,,M
121638.lname,Meuysembourg,Meysembourg
140548.haschild,uN,N
173488.lname,Pietracaprinza,Pietracaprina
138833.statevalue,Y,WY
15140.statevalue,SM,MS
159345.gender,jM,M
178361.fname,ingsley,Kingsley
103253.city,NASHtUA,NASHUA
43048.fname,Yucang,Yuchang
38620.gender,***,M
187622.city,EASTMoAN,EASTMAN
146059.haschild,,N
177738.phone,993-772m9,993-7729
195725.maritalstatus,fS,S
97637.maritalstatus,lS,S
131928.fname,auli,Sauli
13022.lname,Giunchignlia,Giunchiglia
164220.city,GOLqCONDA,GOLCONDA
31290.gender,***,M
44534.statevalue,K,AK
152377.phone,722-9934***,722-9934
194980.fname,Getrtrud,Gertrud
107077.lname,Scalk,Schalk
92499.haschild,gN,N
161734.maritalstatus,***,M
136179.statevalue,K,AK
20091.haschild,,N
174156.statevalue,rOH,OH
182397.lname,Vaunttier,Vauttier
139390.lname,Pototsin,Pottosin
144680.phone,924-463,924-4363
51533.city,sMILTON,MILTON
95977.gender,mF,F
185158.phone,350-8174,350-8147
146340.gender,,M
4672.zip,89140.0,83233
48829.lname,Angeloapoulos,Angelopoulos
35531.gender,,F
192544.haschild,,Y
170775.lname,Verhoeff***,Verhoeff
183575.phone,137-983,137-9083
185137.haschild,,N
152606.lname,Benzkaen,Benzaken
122092.statevalue,RP,PR
174641.statevalue,K,AK
82742.fname,Kriszten,Kristen
91748.city,ARNDOLPH,RANDOLPH
189648.phone,e281-4029,281-4029
27129.lname,Janousexk,Janousek
97050.maritalstatus,,S
186184.haschild,dN,N
128710.statevalue,tMO,MO
126714.lname,Kmo,Kamo
64906.lname,usack,Cusack
181552.statevalue,oAK,AK
184955.statevalue,A,PA
194143.gender,,F
9042.city,CUMBRELAND,CUMBERLAND
2007.zip,89140.0,80805
124528.city,CHOTEUA,CHOTEAU
57495.phone,2374-725,237-4725
39678.gender,***,M
127015.lname,Mynamtt,Mynatt
195926.statevalue,E,NE
38213.city,BRULINGTON,BURLINGTON
67772.city,WINSTOfNVILLE,WINSTONVILLE
93252.statevalue,O,CO
3610.lname,Hatdakka,Hatakka
169604.statevalue,MdD,MD
50794.lname,Titkovva,Titkova
16935.maritalstatus,bS,S
149062.gender,cM,M
43732.statevalue,I,HI
124995.statevalue,VN,NV
123110.maritalstatus,,S
98455.statevalue,FbL,FL
124208.fname,iWll,Will
1038.zip,54121.0,55041
86949.phone,685-1106,685-1160
7265.haschild,***,Y
139855.lname,Mancoha,Manocha
147415.statevalue,VW,WV
12026.statevalue,iSC,SC
111237.gender,***,F
158244.phone,69-6128,669-6128
721.zip,8203.0,29410
452.gender,hM,M
29518.statevalue,D,MD
49892.maritalstatus,rS,S
161900.fname,Chunmnig,Chunming
2968.areacode,501.0,843
34941.gender,***,F
98793.gender,dF,F
2628.zip,20226.0,38963
2795.zip,8203.0,3084
7974.phone,504-d3652,504-3652
3721.zip,89140.0,87043
135701.haschild,***,Y
510.areacode,702.0,609
3316.zip,1907.0,2833
176884.gender,,F
13369.haschild,***,N
71147.statevalue,Y,NY
125499.lname,Spampniato,Spampinato
168854.statevalue,Y,WY
56999.phone,779-s2978,779-2978
63345.city,SRINGDALE,SPRINGDALE
1083.zip,72640.0,89834
92909.haschild,kN,N
109100.phone,356-781z8,356-7818
79274.gender,,M
85220.lname,Rlling,Rilling
138354.maritalstatus,zM,M
43981.maritalstatus,,M
142527.gender,***,M
71363.city,KENILWOuRTH,KENILWORTH
152120.lname,Neani,Nemani
86576.maritalstatus,,M
43392.fname,ybrid,Mybrid
146948.statevalue,HN,NH
79368.phone,51-7244,451-7244
13327.maritalstatus,,M
40743.phone,624-279,624-2779
7808.statevalue,C,DC
123129.haschild,***,N
2406.fname,Yuong,Yudong
181227.fname,LecAnn,LeAnn
166844.fname,Settsuko,Setsuko
25599.haschild,bY,Y
17181.phone,928-721,928-7221
26015.city,MAIDtA,MAIDA
59055.gender,***,F
844.areacode,702.0,406
184679.statevalue,YK,KY
133881.fname,Yinamn,Yinan
193193.city,HREVEPORT,SHREVEPORT
105976.statevalue,tIA,IA
72435.gender,,M
14111.statevalue,WqA,WA
174542.lname,Neufewld,Neufeld
113371.statevalue,KA,AK
54630.haschild,,N
